StateAbb	PlaceName	longitude	latitude	DistancetoCapitalCity_km
CA	Adler Creek	-122.39946	40.78765	277
CA	Adler Creek	-117.19417	33.31528	686
CA	Admiral David Glascow Farragut Elementary School	-122.26136	38.11186	69
CA	Admiral Kidd Park	-118.21646	33.79557	591
CA	Admiral William Standley State Recreation Area	-123.61474	39.64655	227
CA	Admiralty Park	-118.44639	33.98417	562
CA	Admiration Point	-118.79760	36.55078	317
CA	Adobe Art Center	-122.08302	37.69743	89
CA	Adobe Bluffs Elementary School	-117.13448	32.98227	720
CA	Adobe Bluffs Park	-117.13142	32.98199	720
CA	Adobe Canyon	-122.50109	38.43713	83
CA	Adobe Canyon	-121.40883	37.40910	109
CA	Adobe Canyon	-120.61072	35.47692	333
CA	Adobe Canyon	-120.50183	35.09498	377
CA	Adobe Canyon	-118.92176	35.51662	395
CA	Adobe Canyon	-120.15543	34.59193	439
CA	Adobe Corner	-122.26636	37.42605	123
CA	Adobe Corners	-117.39949	34.50694	569
CA	Adobe Creek	-122.60526	38.22381	93
CA	Adobe Creek	-121.40855	37.40882	109
CA	Adobe Creek	-122.09135	37.45272	113
CA	Adobe Creek	-122.87805	39.02851	136
CA	Adobe Creek	-123.11750	39.34489	173
CA	Adobe Creek	-118.68207	37.93854	257
CA	Adobe Creek	-121.22242	35.65219	304
CA	Adobe Creek	-119.36540	34.60610	462
CA	Adobe Creek 1011 Dam	-122.89277	38.93323	132
CA	Adobe Creek Golf and Country Club	-122.58721	38.24714	91
CA	Adobe Flat	-121.36772	37.39410	111
CA	Adobe Flat	-120.58905	36.25635	251
CA	Adobe Flat	-121.02524	40.86156	279
CA	Adobe Flat	-121.49721	41.22988	316
CA	Adobe Flat Reservoir	-121.49443	41.23544	317
CA	Adobe Flats	-116.85280	33.23948	711
CA	Adobe Fort (historical)	-122.58361	38.25583	91
CA	Adobe Gulch	-120.50937	38.21047	93
CA	Adobe Gulch	-122.34747	37.49799	120
CA	Adobe Hill	-119.86182	37.03384	211
CA	Adobe Hills	-118.65707	37.99660	257
CA	Adobe Hills	-118.60902	38.01576	261
CA	Adobe Lake	-118.64124	37.97104	259
CA	Adobe Lodge	-121.94167	37.34833	119
CA	Adobe Loop Trail	-117.26754	33.51225	664
CA	Adobe Meadow	-122.11000	37.42472	117
CA	Adobe Mine	-121.37272	37.40327	110
CA	Adobe Mountain	-117.67228	34.70471	536
CA	Adobe Park	-121.91246	37.66076	86
CA	Adobe Plaza Shopping Center	-122.49442	37.58883	121
CA	Adobe Plaza Shopping Center	-120.68434	35.49914	329
CA	Adobe Point	-122.33969	37.49549	120
CA	Adobe Pumpkin Farm	-122.60694	38.26611	93
CA	Adobe Ranch	-119.93377	37.04911	206
CA	Adobe Ranch	-118.68596	37.93826	256
CA	Adobe Ranch (historical)	-118.68569	37.94354	256
CA	Adobe Reservoir	-122.89028	38.94147	132
CA	Adobe Reservoir	-120.43822	40.48045	252
CA	Adobe Reservoir	-118.73188	37.87594	254
CA	Adobe Spring	-122.03598	38.52868	45
CA	Adobe Spring	-122.41109	39.19517	117
CA	Adobe Spring	-117.13043	33.59216	664
CA	Adobe Spring	-116.99905	33.54896	675
CA	Adobe Springs	-120.36692	35.73343	312
CA	Adobe Springs	-116.69667	33.39522	706
CA	Adobe Station (historical)	-118.96760	35.19607	422
CA	Adobe Valley	-118.63513	37.92799	261
CA	Adobe Wells Mobile Home Park	-121.99135	37.40161	115
CA	Adolfo Park	-119.01955	34.23334	513
CA	Adolfor Camarillo High School	-119.00788	34.21778	515
CA	Adolphus Canyon	-119.77351	38.61213	158
CA	Adorni Center	-124.16090	40.80596	350
CA	Adorni Fishing Pier	-124.16145	40.80624	350
CA	Adrian Wilcox High School	-121.98605	37.36655	119
CA	Adult and Alternative Education School	-117.39810	33.95168	617
CA	Advance	-118.90260	36.51578	313
CA	Advance Mine	-123.02226	41.33708	351
CA	Advanced Christian Training School	-120.75531	35.65404	311
CA	Advanced Education Services of Live Oak	-117.06261	34.00696	631
CA	Advent Christian Church	-122.29025	38.29658	65
CA	Advent Christian Church	-121.97635	36.96328	162
CA	Advent Christian Church	-119.22372	35.76856	356
CA	Advent Christian Church	-118.21396	34.07723	564
CA	Advent Christian Conference Center	-121.97746	36.96217	162
CA	Advent Christian Faith Community Church	-117.09142	32.67033	752
CA	Advent Church	-121.98774	38.35380	38
CA	Advent Lutheran Church	-121.29356	38.67268	40
CA	Advent Lutheran Church	-121.62717	37.13189	139
CA	Advent Lutheran Church	-118.28341	34.04668	564
CA	Advent School (historical)	-121.03410	37.71076	87
CA	Advent of Christ the King Church	-122.42164	37.77576	101
CA	Adventist Medical Center Hanford	-119.66705	36.32360	283
CA	Adventist School	-118.14146	34.70082	510
CA	Aegean Hills Park	-117.68811	33.60391	634
CA	Aegis Ambulance Service	-118.00181	34.14290	568
CA	Aeneas Beach	-121.89745	36.61190	199
CA	Aeolian Buttes	-119.06070	37.85326	226
CA	Aeolian Elementary School	-118.06839	33.96587	582
CA	Aeolian Yacht Club	-122.23497	37.75048	92
CA	Aeree 2463 Dam	-121.02439	38.84323	69
CA	Aerial Acres	-117.79201	35.08775	496
CA	Aerial Tramway Palm Springs	-116.55876	33.85748	674
CA	Aerie Crag Campground	-119.11209	37.80354	224
CA	Aero Haven Elementary School	-121.37995	38.66574	35
CA	Aero Pines Mobile Home Park	-121.28917	39.45722	122
CA	Aerojet Fire Services	-121.20719	38.62979	41
CA	Aeromedevac Air Ambulance	-116.97022	32.82919	743
CA	Aeroplane Mine	-118.52650	37.34382	290
CA	Aerospace Museum	-118.28396	34.01724	566
CA	Aetna Extension Mine	-122.51054	38.66602	89
CA	Aetna Mine	-122.49498	38.65602	87
CA	Aetna School	-120.75382	38.33075	70
CA	Aetna Shaft Mine	-120.54409	38.08464	94
CA	Aetna Springs	-122.48276	38.65352	86
CA	Aetna Springs Golf Course	-122.48109	38.65852	86
CA	Aetna Springs Post Office (historical)	-122.48276	38.65352	86
CA	Africa USA Park	-122.23247	38.13297	65
CA	African Bar	-120.85494	38.96545	89
CA	Afrox Mine	-120.51461	34.86915	401
CA	After All Mine	-122.81586	40.86181	296
CA	Afterbay 1030-004 Dam	-120.74604	39.00323	99
CA	Afterbay Dam	-120.09000	38.19614	130
CA	Afton	-121.96636	39.41989	121
CA	Afton	-116.37974	35.03637	593
CA	Afton Canyon	-116.28585	35.04359	599
CA	Afton Canyon Campground	-116.38252	35.03915	592
CA	Agape Bible Church	-121.59080	39.14545	85
CA	Agape Chinese Alliance Church	-117.17148	32.82026	734
CA	Agape Christian Academy	-117.41664	34.09207	604
CA	Agape Christian Center	-117.16670	33.91752	633
CA	Agape Christian Fellowship Church	-119.28900	36.32245	304
CA	Agape Christian Fellowship Church	-118.83982	34.17001	527
CA	Agape Christian Ministry Church	-117.31528	34.14006	605
CA	Agape Christian School	-119.23761	35.78356	354
CA	Agape Christian School	-117.40762	34.10664	603
CA	Agape Community Baptist Church	-117.05768	32.95366	727
CA	Agape International Center Outreach	-118.23750	33.89806	580
CA	Agassiz Col	-118.52983	37.10688	302
CA	Agate Bay	-120.04019	39.23352	162
CA	Agate Beach	-122.71082	37.89743	115
CA	Agate Beach	-123.80085	39.31601	221
CA	Agate Beach	-124.14368	41.14429	379
CA	Agate Beach County Park	-122.71054	37.89743	115
CA	Agate Beach Trail	-124.14729	41.13957	378
CA	Agate Campground	-124.15035	41.15540	380
CA	Agatha Canal	-120.72491	37.01634	168
CA	Agatha Gun Club	-120.70741	36.97245	173
CA	Agbu Manoogian - Demirdjian School	-118.56583	34.19528	536
CA	Ager	-122.46058	41.86625	395
CA	Aggeler High School	-118.59203	34.24223	531
CA	Agnes J Johnson Elementary School	-123.92393	40.32014	297
CA	Agnes L Smith Elementary School	-118.00395	33.67057	613
CA	Agnes Memorial Elementary School	-122.23471	37.78237	89
CA	Agnes Mine	-115.59417	35.46470	622
CA	Agnes Ware Stanley Elementary School	-117.93811	33.78529	605
CA	Agnew	-121.95913	37.39466	115
CA	Agnew Grove	-118.77955	36.78800	302
CA	Agnew Lake	-119.13502	37.75481	223
CA	Agnew Lake 104-038 Dam	-119.13265	37.75826	224
CA	Agnew Meadows	-119.09597	37.68438	229
CA	Agnew Meadows Campground	-119.09042	37.68216	230
CA	Agnew Meadows Group Campground	-119.09458	37.68604	229
CA	Agnew Meadows Horse Camp	-119.08276	37.68219	230
CA	Agnew Park	-121.96357	37.39188	115
CA	Agnew Pass	-119.14348	37.73382	224
CA	Agnew School	-121.96468	37.39188	115
CA	Agnew Station Santa Clara Post Office	-121.96135	37.39938	115
CA	Agnews Development Center	-121.93184	37.40233	114
CA	Agnews Developmental Center Fire Department	-121.93490	37.40765	113
CA	Agnews State Hospital (historical)	-121.95107	37.39411	115
CA	Agoura	-118.73787	34.14306	534
CA	Agoura High School	-118.74994	34.15030	533
CA	Agoura Hills	-118.77453	34.13639	533
CA	Agoura Hills City Hall	-118.77602	34.14451	532
CA	Agoura Hills-Malibu Division	-118.75703	34.05445	542
CA	Agoura Meadows Shopping Center	-118.75870	34.15278	532
CA	Agoura Park	-118.73953	34.14639	534
CA	Agra	-117.50004	33.33336	669
CA	Agricultural Park	-117.47144	33.95974	613
CA	Agro-West Airport	-120.24701	36.33902	254
CA	Agroecology Program Farm	-122.05885	36.98828	161
CA	Agua Alta Canyon	-116.23084	33.51420	722
CA	Agua Alta Spring	-116.33603	33.53153	715
CA	Agua Amarga Canyon	-118.42174	33.76946	584
CA	Agua Blanca Camp (historical)	-118.76704	34.54138	494
CA	Agua Blanca Creek	-118.76148	34.54082	494
CA	Agua Blanca Trail	-118.84676	34.56666	488
CA	Agua Bonita Spring	-116.51707	33.66719	692
CA	Agua Buena Spring	-120.59768	36.34539	241
CA	Agua Caliente	-122.48804	38.32408	82
CA	Agua Caliente	-122.50498	38.35130	83
CA	Agua Caliente	-121.90885	37.48938	104
CA	Agua Caliente Airport	-116.29773	32.95680	767
CA	Agua Caliente Canyon	-122.46998	38.31408	80
CA	Agua Caliente Canyon	-119.57957	34.50860	465
CA	Agua Caliente County Park	-116.30585	32.95172	767
CA	Agua Caliente Creek	-122.48359	38.30297	82
CA	Agua Caliente Creek	-121.93607	37.49355	104
CA	Agua Caliente Creek	-116.71974	33.27893	715
CA	Agua Caliente Elementary School	-116.49001	33.82502	681
CA	Agua Caliente Indian Reservation	-116.53262	33.78378	682
CA	Agua Caliente Park	-116.48890	33.82419	681
CA	Agua Caliente Spring	-119.56293	34.53992	462
CA	Agua Caliente Spring	-116.54521	33.82329	677
CA	Agua Caliente Springs	-116.30251	32.94977	767
CA	Agua Caliente Trail	-119.51846	34.57999	460
CA	Agua Canyon	-118.18174	34.22389	552
CA	Agua Chinon Wash	-117.75866	33.65419	626
CA	Agua Dulce	-118.32563	34.49638	519
CA	Agua Dulce Airpark	-118.31369	34.50388	519
CA	Agua Dulce Campground	-116.43389	32.85500	769
CA	Agua Dulce Canyon	-118.33313	34.43750	524
CA	Agua Dulce Creek	-116.44391	32.87311	766
CA	Agua Dulce Elementary School	-118.33232	34.48775	520
CA	Agua Dulce School (historical)	-118.31786	34.51860	517
CA	Agua Dulce Well	-116.44335	32.87255	766
CA	Agua Escondida Spring	-120.22927	35.17972	374
CA	Agua Escondido Campground	-120.22849	35.17886	375
CA	Agua Fria	-120.02018	37.48494	168
CA	Agua Fria	-117.21838	34.23890	602
CA	Agua Fria Creek	-121.93579	37.48383	105
CA	Agua Fria Creek	-119.98434	37.41300	175
CA	Agua Fria Creek	-121.24048	35.89775	277
CA	Agua Fria Spring	-118.59131	35.41692	422
CA	Agua Fuerte Spring	-116.59247	33.71176	684
CA	Agua Grande Canyon	-121.15825	36.30108	233
CA	Agua Hedionda	-117.32756	33.14225	695
CA	Agua Hedionda	-117.29948	33.15309	696
CA	Agua Hedionda Creek	-117.31365	33.14171	696
CA	Agua Jito Mine	-116.53196	33.06143	745
CA	Agua Magna Canyon	-118.34618	33.78085	586
CA	Agua Mala Creek	-121.62744	36.43830	216
CA	Agua Mansa Cemetery	-117.36393	34.04196	611
CA	Agua Mansa Rest Area	-117.36949	34.05112	610
CA	Agua Negra Canyon	-118.35285	33.78391	586
CA	Agua Puera Creek	-122.21525	37.02328	161
CA	Agua Puerca y las Trances	-122.23691	37.06245	158
CA	Agua Tibia 849 Dam	-117.01419	33.36003	692
CA	Agua Tibia Creek	-117.02781	33.34503	692
CA	Agua Tibia Mountain	-116.98197	33.40975	689
CA	Agua Tibia Ranch	-117.02225	33.36114	691
CA	Agua Tibia Wilderness	-116.98586	33.42086	688
CA	Agua Vista Park	-122.38580	37.76604	100
CA	Aguadulce Spring	-119.66474	34.81999	430
CA	Aguaje de la Centinella	-118.37147	33.97057	567
CA	Aguajita	-121.99385	36.98467	160
CA	Aguajito	-121.87134	36.56829	203
CA	Aguajito Canyon	-120.06959	34.47638	453
CA	Aguanga	-116.86502	33.44281	692
CA	Aguanga Mountain	-116.78530	33.33837	706
CA	Aguanga Trail	-116.86919	33.40948	695
CA	Aguanga Valley	-116.88558	33.44114	691
CA	Aguas Frias	-121.88720	39.55961	134
CA	Aguas Frias School (historical)	-121.96748	39.50766	130
CA	Aguereberry Point	-117.04811	36.35773	458
CA	Ah Pah Creek	-123.94035	41.42096	394
CA	Ah Pah Ranch	-123.94174	41.41929	394
CA	Ah Pah Ridge	-123.94424	41.39262	392
CA	Ah-Di-Na	-122.09778	41.11099	307
CA	Ah-Di-Na Campground	-122.09834	41.10988	307
CA	Ah-Ha-Kwe-Ah-Mac/Stonewall Mine Cultural Preserve	-116.57061	32.97926	750
CA	Aha-quin Airport	-114.52746	33.86946	806
CA	Ahart Camp	-120.46715	39.50129	156
CA	Ahart Campground	-120.40742	39.14574	131
CA	Ahart Meadow	-119.04150	37.02106	268
CA	Ahart Sheep Camp	-120.58688	39.53351	153
CA	Ahayas Achim Cemetery	-121.27522	37.87743	61
CA	Ahjumawi Lava Springs State Park	-121.41776	41.13600	306
CA	Ahlem Farms	-120.92694	37.41028	121
CA	Ahlem Farms Airport	-120.92882	37.38912	123
CA	Ahlgren Cabin	-123.24699	41.35458	361
CA	Ahlgren Ranch	-123.17727	41.32180	355
CA	Ahlstron Park	-121.28856	38.60324	34
CA	Ahmadiyya Muslim Center	-118.34417	33.91250	574
CA	Ahmanson Center for Biological Research	-118.28702	34.01946	566
CA	Ahmanson Commons	-118.27778	34.03083	565
CA	Ahmanson Theatre	-118.24730	34.05807	564
CA	Ahrens Child Care Center	-117.16714	34.05886	621
CA	Ahwahnee	-119.72627	37.36550	196
CA	Ahwahnee Bridge	-119.57322	37.74409	188
CA	Ahwahnee Country Club	-119.70404	37.36522	198
CA	Ahwahnee Estates	-119.70377	37.37078	198
CA	Ahwahnee Hills Continuation High School	-119.72738	37.37439	196
CA	Ahwahnee Meadow	-119.58016	37.74659	187
CA	Ahwahnee Middle School	-119.76931	36.82578	234
CA	Ahwahnee Post Office	-119.72543	37.36772	196
CA	Ahwahnee Post Office (historical)	-119.72627	37.36550	196
CA	Ahwahnee Sanatorium	-119.73182	37.38161	195
CA	Ahwin (historical)	-120.02431	34.46027	456
CA	Ahwiyah Point	-119.53655	37.75076	190
CA	Aido Spring	-120.11209	35.71547	322
CA	Aiken Gulch	-122.59668	40.36210	238
CA	Aikens Arch	-115.74861	35.23943	624
CA	Aikens Creek	-123.65284	41.22874	364
CA	Aikens Creek Campground	-123.65923	41.23513	365
CA	Aileen Colburn Elementary School	-120.61992	37.35272	141
CA	Ailsa (historical)	-117.43560	34.06668	605
CA	Ainshea Butte	-121.33693	41.67711	367
CA	Ainslee Meadow	-118.63596	37.48799	275
CA	Ainsworth Corner	-121.55972	41.99849	402
CA	Air Methods Medical Transport	-120.51439	37.28888	152
CA	Air Point School	-121.85662	37.44605	107
CA	Air Point School	-121.84857	37.44827	107
CA	Air Rescue International	-118.48628	34.20542	539
CA	Air Travel Hotel	-122.41690	37.78420	100
CA	Airbase	-120.44516	34.90887	398
CA	Airola Camp	-120.25714	38.35492	113
CA	Airola Creek	-120.26908	38.35936	112
CA	Airola Mine	-120.51603	38.06520	98
CA	Airola Peak	-119.81490	38.45769	152
CA	Airplane Flat	-118.19424	35.22802	461
CA	Airplane Flat	-117.74784	34.28611	568
CA	Airplane Meadow	-123.03418	39.94849	216
CA	Airplane Ridge	-116.59002	32.92088	754
CA	Airport Channel	-122.21636	37.74298	91
CA	Airport Church of Christ	-118.38639	33.96556	567
CA	Airport Ditch	-120.13350	36.99634	198
CA	Airport Dunes	-118.43758	33.94696	566
CA	Airport Imperial Building Helistop	-118.39785	33.93029	570
CA	Airport Industrial Park	-120.51464	37.29383	151
CA	Airport Inn International	-121.90597	37.36240	117
CA	Airport Junior High School	-118.38508	33.95557	568
CA	Airport Lake	-117.73340	35.90217	437
CA	Airport Marina	-122.21302	37.73687	92
CA	Airport Park	-121.47829	38.51657	17
CA	Airport Park	-120.86630	37.05745	159
CA	Airport Plaza Shopping Center	-118.33313	33.79363	586
CA	Airport Road Lateral	-120.12822	37.00522	198
CA	Airport School	-124.10840	40.97318	362
CA	Airport Station Oakland Post Office	-122.20330	37.73049	92
CA	Airport Towers Number 1 Heliport	-118.39591	33.91696	571
CA	Airport Wastewater Treatment Plant	-122.80860	38.51686	110
CA	Airporter Inn	-115.57160	32.83370	820
CA	Airstrip Pond	-120.79776	36.31028	239
CA	Airtel Plaza Hotel & Conference Center	-118.48580	34.20250	539
CA	Airway Beacon 8	-117.31171	34.73554	555
CA	Airway Beacon Number 7 (historical)	-117.53061	34.68360	546
CA	Airway Farms	-120.13820	36.43078	250
CA	Airway Farms	-120.03069	36.16690	280
CA	Ajalon Temple of Truth Baptist Church	-118.24639	33.92028	577
CA	Ajax Field	-122.19193	39.51433	137
CA	Ajax Prospect	-116.64530	32.80505	762
CA	Ake Reservoir	-120.49367	41.83721	394
CA	Akens Canyon	-118.31036	34.27639	541
CA	Akers	-121.28356	37.99826	49
CA	Akers Camp (historical)	-116.93169	34.08890	632
CA	Akers Prospect	-122.47279	40.73876	273
CA	Akin Airport	-120.89917	38.75440	71
CA	Aknabir Canogriybd	-121.17774	40.21850	207
CA	Akoz Mine	-120.31713	37.60132	139
CA	Aku Inn	-118.60240	34.16840	537
CA	Al Bahr Shrine Camp	-116.44974	32.89505	764
CA	Al Brass Creek	-120.74215	38.89018	91
CA	Al Caffodio Park	-121.78606	37.69243	79
CA	Al Divine Airport	-119.76449	36.51765	260
CA	Al Hazen Ridge	-123.61087	40.60375	304
CA	Al Rose Canyon	-118.08398	36.91826	347
CA	Al Rribat Al Aslami	-117.04366	32.77081	744
CA	Al Shinn Canyon	-120.06716	40.67518	285
CA	Al Slides	-122.52970	38.98767	108
CA	Al Smith Gulch	-122.61363	40.76043	279
CA	Al Tahoe	-119.98351	38.94185	150
CA	Al-arqam Islamic School	-121.43940	38.49963	17
CA	Ala Mar by the Sea	-119.81030	34.43450	465
CA	Alabama Bar	-120.74326	39.00379	99
CA	Alabama Bar	-121.12440	39.52100	132
CA	Alabama Gates	-118.09870	36.67382	359
CA	Alabama Hill	-120.59187	38.35491	84
CA	Alabama Hills	-118.09592	36.61466	363
CA	Alabama Hills	-118.08981	36.56771	367
CA	Alabama Hills Recreation Area	-118.15537	36.60743	359
CA	Alabama House (historical)	-121.00578	38.39658	48
CA	Alabama Mine	-121.15745	38.84462	62
CA	Alabama Mine	-120.44436	37.95437	108
CA	Alabama School (historical)	-121.22661	38.29936	30
CA	Alabama Street Pit	-117.19472	34.09861	616
CA	Aladdin Ranch	-120.04848	36.38690	258
CA	Alain Leroy Locke High School	-118.26757	33.93557	575
CA	Alamar Canyon	-119.57263	34.61860	454
CA	Alamar Church of the Four Square Gospel	-119.72430	34.44000	467
CA	Alamar Guard Station	-119.62707	34.70387	443
CA	Alamar Hill	-119.59124	34.62943	452
CA	Alamar Hill Trail	-119.61291	34.63638	450
CA	Alamar Trail	-119.61624	34.69415	444
CA	Alambique Creek	-122.24774	37.40327	124
CA	Alambique Trail	-122.27719	37.39800	126
CA	Alameda	-122.24164	37.76521	91
CA	Alameda	-119.00316	35.23774	416
CA	Alameda Administration Center	-122.28302	37.79159	91
CA	Alameda Adult School	-122.28386	37.77104	93
CA	Alameda Baptist Chapel	-122.23247	37.75854	91
CA	Alameda Boys Club	-122.24969	37.76993	91
CA	Alameda Chapel	-122.26775	37.77521	92
CA	Alameda Christian School	-122.24397	37.76872	91
CA	Alameda City Fire Department Station 2	-122.27782	37.77656	92
CA	Alameda City Fire Department Station 3	-122.25485	37.77402	91
CA	Alameda City Fire Department Station 4	-122.25248	37.73766	94
CA	Alameda City Fire Department Station 5	-122.30297	37.78452	93
CA	Alameda City Hall	-122.24358	37.76632	91
CA	Alameda Community Learning Center	-122.29035	37.77307	93
CA	Alameda County	-121.91789	37.65055	87
CA	Alameda County Administration Building	-122.26414	37.80021	90
CA	Alameda County Building	-122.09469	37.65799	93
CA	Alameda County Courthouse	-122.26302	37.79965	89
CA	Alameda County Fairgrounds	-121.88718	37.66188	85
CA	Alameda County Fire Department Station 1	-122.12603	37.67989	93
CA	Alameda County Fire Department Station 10	-122.18157	37.70887	93
CA	Alameda County Fire Department Station 11	-122.16991	37.69187	94
CA	Alameda County Fire Department Station 12	-122.14091	37.70936	91
CA	Alameda County Fire Department Station 13	-122.13990	37.68832	92
CA	Alameda County Fire Department Station 15	-121.88628	37.71974	79
CA	Alameda County Fire Department Station 16	-121.93345	37.70866	82
CA	Alameda County Fire Department Station 17	-121.88377	37.71514	79
CA	Alameda County Fire Department Station 18	-121.85435	37.71498	78
CA	Alameda County Fire Department Station 19	-122.25362	37.87704	83
CA	Alameda County Fire Department Station 2	-122.10780	37.67492	92
CA	Alameda County Fire Department Station 20	-121.69766	37.68003	79
CA	Alameda County Fire Department Station 21	-121.50383	37.63318	83
CA	Alameda County Fire Department Station 3	-122.11239	37.69530	90
CA	Alameda County Fire Department Station 4	-122.08057	37.69708	89
CA	Alameda County Fire Department Station 5	-122.09130	37.70947	88
CA	Alameda County Fire Department Station 6	-122.05384	37.70285	87
CA	Alameda County Fire Department Station 7	-122.02765	37.71508	85
CA	Alameda County Fire Department Station 8	-121.77367	37.67422	81
CA	Alameda County Fire Department Station 9	-122.15082	37.72681	89
CA	Alameda County Fire Department Training Facility	-122.16713	37.72602	90
CA	Alameda County Juvenile Hall	-122.11913	37.71354	89
CA	Alameda County Medical Center Fairmont Campus	-122.12086	37.70908	90
CA	Alameda County Medical Center Highland Campus	-122.23135	37.79860	88
CA	Alameda County Parking Garage Heliport	-122.26580	37.80048	90
CA	Alameda Creek	-122.14691	37.59438	102
CA	Alameda Creek Quarries Regional Park	-122.00274	37.57216	98
CA	Alameda Diversion Tunnel	-121.78829	37.48827	101
CA	Alameda Elementary School	-118.13589	33.92556	582
CA	Alameda Harbor	-122.25136	37.77937	90
CA	Alameda High School	-122.24730	37.76429	91
CA	Alameda Hospital	-122.25407	37.76295	92
CA	Alameda Marina	-122.25052	37.77715	91
CA	Alameda Mine	-120.45964	37.97187	106
CA	Alameda Mole	-122.33164	37.79715	94
CA	Alameda Municipal Golf Course	-122.23191	37.74215	92
CA	Alameda Naval Air Station	-122.31667	37.78333	94
CA	Alameda Naval Air Station (historical)	-122.32528	37.79028	94
CA	Alameda Naval Supply Center (historical)	-122.28611	37.78556	92
CA	Alameda Park	-122.24497	37.75993	92
CA	Alameda Park	-122.29136	37.77882	93
CA	Alameda Pier (historical)	-122.27664	37.79104	91
CA	Alameda Plaza	-119.70514	34.42805	469
CA	Alameda Point	-122.31903	37.78672	94
CA	Alameda Post Office	-122.24191	37.76410	91
CA	Alameda Public Library	-122.24358	37.76576	91
CA	Alameda Reserve Shipyard	-122.27191	37.78743	91
CA	Alameda School (historical)	-119.48013	36.66940	264
CA	Alameda Science and Technology Institute	-122.28042	37.78137	92
CA	Alameda Seventh Day Adventist Church	-122.26747	37.77410	92
CA	Alameda Station (historical)	-122.24080	37.76660	91
CA	Alameda Tunnel	-120.68493	39.15490	115
CA	Alameda Well	-118.82930	38.10576	241
CA	Alamere Creek	-122.78416	37.95437	118
CA	Alamere Falls	-122.78341	37.95425	118
CA	Alamias Creek	-121.53188	37.02134	151
CA	Alamine Peak	-121.88110	40.58321	246
CA	Alamitos	-121.86718	37.25050	128
CA	Alamitos Bay	-118.11812	33.74974	600
CA	Alamitos Bay Beach	-118.13145	33.75613	599
CA	Alamitos Bay State Park	-118.12062	33.74641	600
CA	Alamitos Bay Yacht Club	-118.11701	33.74585	600
CA	Alamitos Branch Long Beach Public Library	-118.16812	33.76863	596
CA	Alamitos Canal	-115.45749	32.73033	835
CA	Alamitos Canal Lateral Eight	-115.44055	32.72283	837
CA	Alamitos Creek	-121.87116	37.24608	129
CA	Alamitos Generating Station	-118.10111	33.76889	599
CA	Alamitos Intermediate School	-117.98461	33.78243	603
CA	Alamitos Peninsula	-118.12645	33.75057	599
CA	Alamitos School (historical)	-115.41332	32.76616	835
CA	Alamitos Three Drain	-115.43999	32.69006	840
CA	Alamo	-122.03218	37.85020	72
CA	Alamo Camp	-118.95982	34.65110	475
CA	Alamo Canal	-114.72051	32.72616	881
CA	Alamo Canyon	-119.57374	34.77443	438
CA	Alamo Creek	-121.81802	38.33658	23
CA	Alamo Creek	-121.91412	37.71326	80
CA	Alamo Creek	-120.44238	35.32720	353
CA	Alamo Creek	-120.31544	35.00887	390
CA	Alamo Creek	-120.30682	34.51860	443
CA	Alamo Creek	-119.29261	34.69026	457
CA	Alamo Creek	-119.01677	34.67248	470
CA	Alamo Creek Park	-122.00913	38.35630	40
CA	Alamo Elementary School	-122.00191	38.35213	39
CA	Alamo Elementary School	-122.03024	37.86715	71
CA	Alamo Elementary School	-122.48250	37.78307	105
CA	Alamo Inn & Suites	-117.92600	33.80320	604
CA	Alamo Mountain	-118.95927	34.66665	473
CA	Alamo Oaks	-121.99302	37.83937	71
CA	Alamo Pintado Creek	-120.13515	34.58526	440
CA	Alamo Plaza Shopping Center	-122.00052	38.34741	39
CA	Alamo Plaza Shopping Center	-122.03496	37.85187	72
CA	Alamo Ranch (historical)	-118.83537	34.72054	474
CA	Alamo Ridge	-122.01218	37.84381	72
CA	Alamo River	-115.62166	33.21226	785
CA	Alamo School	-120.43379	37.09050	174
CA	Alamo School	-115.30332	32.76616	842
CA	Alamo Solo Spring	-119.99930	35.78163	320
CA	Alamo Square	-122.43497	37.77632	102
CA	Alamo Square	-122.43386	37.77933	102
CA	Alamo Square Historic District	-122.43497	37.77715	102
CA	Alamorio	-115.46138	32.97921	814
CA	Alamos Anchorage	-119.77096	33.96112	516
CA	Alamos Canyon	-118.81676	34.28417	517
CA	Alamos School	-117.10114	33.59030	666
CA	Alamosa Park	-117.27781	33.24170	689
CA	Alamosa Park Elementary School	-117.28226	33.24226	688
CA	Alan Peak	-120.81740	35.25220	353
CA	Alan Peak Trail	-120.83212	35.25136	353
CA	Alan Sieroty Beach	-122.84833	38.10687	117
CA	Alandale Forest Service Facility	-116.75335	33.78391	669
CA	Alaska Canyon	-120.16105	41.04267	319
CA	Alaska Flat	-118.35730	35.49773	428
